chr1	start1	end1	chr2	start2	end2	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov1	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_ChIPCov2	Bin1_Label	Bin2_Label	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_R2_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R1_QVal	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_RawCC	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	H3K27Ac_WT_FITHICHIP.10K.P2AS.NOVA_SigRepl	H3K27AC_IKDN_FITHICHIP.10K.P2AS.NOVA_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	id
chr1	40240000	40250000	chr1	40260000	40270000	214.5	1085.5	78	425	LD	LD	64	1	33	1	367	0	407	0	-3.062556214	2.113414569	0	0	0	0	2	E		NA	Active_CTCF_neg	P	Il1r1	CTCF_pos	NA	chr1-40240000-40250000-chr1-40260000-40270000
chr1	43090000	43100000	chr1	43590000	43600000	1344	276.5	1384.5	307	LD	ND	13	0.763433785	13	1	18	0.001141442	32	3.12416e-09	-0.996138643	-1.31024778	0.090951407	0.78174212	0.431356602	0	2	P	Tgfbrap1,8430432A02Rik,AI597479	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr1-43090000-43100000-chr1-43590000-43600000
chr1	43090000	43100000	chr1	43720000	43730000	1344	186	1384.5	197	LD	LD	16	1	24	1	26	8.50772e-08	26	8.85674e-06	-0.47008706	-1.051408573	0.376489438	0.78174212	0.870978161	0	2	P	Tgfbrap1,8430432A02Rik,AI597479	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-43090000-43100000-chr1-43720000-43730000
chr1	43090000	43100000	chr1	44120000	44130000	1344	295	1384.5	287	LD	LD	13	0.044365648	13	0.012319336	16	0.000100842	16	0.000277674	-0.382605121	-1.649553918	0.560708632	0.78174212	0.935910278	0	2	P	Tgfbrap1,8430432A02Rik,AI597479	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr1-43090000-43100000-chr1-44120000-44130000
chr1	43160000	43170000	chr1	43220000	43230000	250.5	630.5	155.5	779	LD	LD	32	1	105	1	85	0.000382732	135	1.4289e-10	-0.767787555	0.801705453	0.009993944	0.269823578	0.104934939	0	2	P	Fhl2	CTCF_neg	NA	E		NA	Active_CTCF_neg	chr1-43160000-43170000-chr1-43220000-43230000
chr1	43360000	43370000	chr1	43700000	43710000	463.5	211	471.5	166.5	LD	LD	24	1	22	0.258671842	27	1.47495e-05	43	1.94905e-10	-0.665523144	-0.747313112	0.164681887	0.78174212	0.600766803	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr1-43360000-43370000-chr1-43700000-43710000
chr1	43360000	43370000	chr1	43720000	43730000	463.5	186	471.5	197	LD	LD	7	1	23	1	26	1.64263e-06	33	3.46469e-08	-1.063576833	-1.099143351	0.051831281	0.684597169	0.329145731	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr1-43360000-43370000-chr1-43720000-43730000
chr1	43370000	43380000	chr1	43440000	43450000	532.5	668	549.5	702	LD	LD	102	0.031832903	101	1	102	5.57403e-05	153	9.09332e-08	-0.394507284	1.161073773	0.14615051	0.78174212	0.571083705	0	2	E		NA	Active_CTCF_neg	P	Nck2	CTCF_pos	NA	chr1-43370000-43380000-chr1-43440000-43450000
chr1	43370000	43380000	chr1	43720000	43730000	532.5	186	549.5	197	LD	LD	25	1	17	1	24	1.66163e-05	29	2.68237e-05	-0.403935693	-1.007864011	0.440009347	0.78174212	0.899589075	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr1-43370000-43380000-chr1-43720000-43730000
chr1	43440000	43450000	chr1	43720000	43730000	668	186	702	197	LD	LD	21	1	38	1	45	2.35812e-11	46	3.59615e-08	-0.719659659	-0.389480263	0.088967429	0.78174212	0.431356602	0	2	P	Nck2	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-43440000-43450000-chr1-43720000-43730000
chr1	43690000	43700000	chr1	43720000	43730000	1101.5	186	1111.5	197	LD	LD	91	1	89	1	194	1.22914e-06	200	4.92229e-06	-1.214357184	1.503818519	1.98681e-06	0.000267898	0.000117031	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr1-43690000-43700000-chr1-43720000-43730000
chr1	44110000	44120000	chr1	44140000	44150000	969	689	1078	658	LD	LD	120	0.030123443	83	0.388524686	120	1.44782e-06	134	5.00174e-06	-0.39661457	1.17008886	0.143314419	0.78174212	0.56775775	0	2	P	Gm29247,Kdelc1,Bivm	CTCF_pos	NA	P	Ercc5	CTCF_pos	NA	chr1-44110000-44120000-chr1-44140000-44150000
chr1	46820000	46830000	chr1	46850000	46860000	411	1734.5	553.5	1957.5	LD	ND	112	1	83	1	310	0.004962529	232	0.000140955	-1.570248472	1.878581378	4.02638e-11	1.54074e-08	6.70876e-09	0	2	E		NA	Active_CTCF_neg	P	Slc39a10,Gm28151	CTCF_pos	NA	chr1-46820000-46830000-chr1-46850000-46860000
chr1	51470000	51480000	chr1	51490000	51500000	868	231.5	1146.5	183.5	LD	LD	286	1	223	1	261	2.88561e-05	347	2.1e-16	-0.322847942	2.437742483	0.116617862	0.78174212	0.505264305	0	2	P	Nabp1	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-51470000-51480000-chr1-51490000-51500000
chr1	51490000	51500000	chr1	51580000	51590000	231.5	795	183.5	701.5	LD	LD	109	1	79	1	181	0	185	0	-1.039596157	1.453702835	5.28109e-05	0.004486836	0.001955033	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr1-51490000-51500000-chr1-51580000-51590000
chr1	52450000	52460000	chr1	52630000	52640000	238	892.5	225.5	989	LD	ND	89	1	56	1	38	0.004299819	80	2.75e-15	0.25535771	0.370285461	0.446332482	0.78174212	0.899589075	0	2	E		NA	Active_CTCF_neg	P	Nemp2	CTCF_pos	NA	chr1-52450000-52460000-chr1-52630000-52640000
chr1	52470000	52480000	chr1	52630000	52640000	337.5	892.5	297.5	989	LD	ND	83	1	59	1	69	1.854e-14	76	1.4215e-11	-0.105029854	0.509965033	0.744283364	0.882164131	1	0	2	E		NA	Active_CTCF_neg	P	Nemp2	CTCF_pos	NA	chr1-52470000-52480000-chr1-52630000-52640000
chr1	52650000	52660000	chr1	52720000	52730000	628	602.5	1108	712	LD	LD	58	0.020295099	71	0.01665892	102	1.03938e-11	67	0.000303859	-0.501260463	0.577586651	0.11353447	0.78174212	0.494930151	0	2	P	Gm37242	CTCF_pos	NA	P	Mfsd6	CTCF_pos	NA	chr1-52650000-52660000-chr1-52720000-52730000
chr1	53290000	53300000	chr1	53850000	53860000	695	1966.5	779.5	1802	LD	LD	8	1	17	0.134648594	28	4.44782e-06	26	0.000488133	-1.205425935	-1.243196376	0.037323588	0.614502389	0.253138209	0	2	P	Pms1,Ormdl1,Gm28778	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-53290000-53300000-chr1-53850000-53860000
chr1	53310000	53320000	chr1	53850000	53860000	578	1966.5	587	1802	LD	LD	18	0.017443792	7	1	34	1.47753e-07	34	3.72232e-06	-1.506344141	-1.017982173	0.005317228	0.17402103	0.069376865	0	2	P	Osgepl1	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-53310000-53320000-chr1-53850000-53860000
chr1	53350000	53360000	chr1	54250000	54260000	391	197.5	447	224.5	LD	LD	3	1	5	1	9	0.005671948	13	2.15861e-05	-1.506665678	-2.449096364	0.093243874	0.78174212	0.43378512	0	2	P	Gm28551,Asnsd1,Asdurf	CTCF_pos	NA	P	Ccdc150	CTCF_pos	NA	chr1-53350000-53360000-chr1-54250000-54260000
chr1	53700000	53710000	chr1	53850000	53860000	461.5	1966.5	803.5	1802	LD	LD	51	0.248694869	52	0.181493502	71	0.000143607	68	0.000574307	-0.521003548	0.276870376	0.131503145	0.78174212	0.535476423	0	2	P	Dnah7a	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-53700000-53710000-chr1-53850000-53860000
chr1	53780000	53790000	chr1	53860000	53870000	1499	229	1526.5	166	LD	LD	105	1	81	1	131	1.07514e-09	131	2.15029e-06	-0.575424783	1.14646089	0.035033526	0.581896965	0.23965006	0	2	P	Stk17b	CTCF_pos	NA	P	Hecw2	CTCF_neg	NA	chr1-53780000-53790000-chr1-53860000-53870000
chr1	53780000	53790000	chr1	54350000	54360000	1499	149	1526.5	110.5	LD	LD	11	1	10	1	17	0.002924511	21	0.000280068	-0.922470849	-1.627062282	0.161604949	0.78174212	0.593328922	0	2	P	Stk17b	CTCF_pos	NA	P	Ccdc150	CTCF_pos	NA	chr1-53780000-53790000-chr1-54350000-54360000
chr1	53790000	53800000	chr1	53860000	53870000	1028.5	229	848.5	166	LD	LD	114	1	96	1	135	5.36999e-06	129	0.008137657	-0.415696544	1.224899789	0.120547398	0.78174212	0.51638667	0	2	P	Gm37863	CTCF_pos	NA	P	Hecw2	CTCF_neg	NA	chr1-53790000-53800000-chr1-53860000-53870000
chr1	53810000	53820000	chr1	53850000	53860000	445	1966.5	319	1802	LD	LD	185	0.013322001	128	0.301767187	309	0.007320114	349	3.9073e-07	-1.144267217	2.252660924	1.29969e-07	2.42605e-05	1.05986e-05	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr1-53810000-53820000-chr1-53850000-53860000
chr1	53820000	53830000	chr1	53840000	53850000	549.5	1082.5	471	1110	LD	LD	262	0.033340194	186	0.030984247	285	2.34738e-05	293	0.000227648	-0.445818768	2.326199434	0.034528175	0.574554727	0.236454583	0	2	E		NA	Active_CTCF_pos	P	Hecw2,Mir7681	CTCF_neg	NA	chr1-53820000-53830000-chr1-53840000-53850000
chr1	55030000	55040000	chr1	55050000	55060000	246	730	159.5	598	LD	LD	214	0.028615946	121	1	241	0.002184592	318	4.37844e-06	-0.798645289	2.126960919	0.000303485	0.019028498	0.008291133	0	2	E		NA	Active_CTCF_pos	P	E330011M16Rik,Coq10b	CTCF_pos	NA	chr1-55030000-55040000-chr1-55050000-55060000
chr1	55080000	55090000	chr1	58390000	58400000	1349	1369.5	1523	1212	LD	ND	10	0.018614072	4	1	11	0.000975645	10	0.008198319	-0.652020061	-2.259555954	0.425626937	0.78174212	0.898467283	0	2	P	Hspd1,Hspe1	CTCF_pos	NA	P	Bzw1	CTCF_pos	NA	chr1-55080000-55090000-chr1-58390000-58400000
chr1	55190000	55200000	chr1	55230000	55240000	277	930.5	168	989	LD	LD	177	1	136	1	206	4.81908e-10	277	3.8912e-13	-0.6912494	1.956805203	0.002529739	0.101096697	0.044116256	0	2	E		NA	Active_CTCF_pos	P	Mars2	CTCF_pos	NA	chr1-55190000-55200000-chr1-55230000-55240000
chr1	55230000	55240000	chr1	57370000	57380000	930.5	575	989	731	LD	ND	7	0.264163578	7	0.250104556	9	0.004727708	9	0.007531528	-0.441544208	-2.372908758	0.602141045	0.806111854	0.935910278	0	2	P	Mars2	CTCF_pos	NA	P	4930558J18Rik,1700066M21Rik	CTCF_pos	NA	chr1-55230000-55240000-chr1-57370000-57380000
chr1	55400000	55410000	chr1	55510000	55520000	467	209	317	205.5	LD	LD	21	1	19	1	29	0.000623299	46	0.000206708	-0.965047046	-0.756369751	0.046002755	0.673250629	0.298852262	0	2	P	Plcl1	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr1-55400000-55410000-chr1-55510000-55520000
chr1	57390000	57400000	chr1	57990000	58000000	108	599.5	129.5	669	LD	ND	27	0.334623124	29	0.028986848	25	0.001300206	26	0.007667338	0.048646238	-0.854326655	0.921655487	0.988631121	1	0	2	P	Tyw5	CTCF_pos	NA	P	Sgo2a	CTCF_pos	NA	chr1-57390000-57400000-chr1-57990000-58000000
chr1	57400000	57410000	chr1	57980000	57990000	848	78.5	898.5	69	LD	LD	22	0.061797751	20	0.15936746	21	0.001458978	25	0.000786557	-0.206627657	-1.11351989	0.703121136	0.861243874	1	0	2	P	Tyw5,Maip1	CTCF_pos	NA	O		NA	NA	chr1-57400000-57410000-chr1-57980000-57990000
chr1	57420000	57430000	chr1	57960000	57970000	91.5	334	69.5	361	LD	LD	7	1	7	1	9	0.000755619	14	0.006628511	-0.772391988	-2.209025898	0.337649713	0.78174212	0.850818752	0	2	P	Gm22371	CTCF_pos	NA	P	Kctd18	CTCF_pos	NA	chr1-57420000-57430000-chr1-57960000-57970000
chr1	57430000	57440000	chr1	57970000	57980000	137.5	136	228.5	149.5	LD	LD	6	1	5	1	8	0.004785761	11	5.05126e-05	-0.843597567	-2.4492538	0.335785909	0.78174212	0.850613642	0	2	E		NA	Active_CTCF_pos	P	Kctd18	CTCF_pos	NA	chr1-57430000-57440000-chr1-57970000-57980000
chr1	58580000	58590000	chr1	58650000	58660000	824.5	1435.5	924.5	1407.5	LD	LD	112	0.181848182	67	1	249	0	256	1.5e-16	-1.570425141	1.760731535	1.22284e-10	4.27676e-08	1.86211e-08	0	2	P	Fam126b,Ndufb3	CTCF_pos	NA	P	Gm20257	CTCF_pos	NA	chr1-58580000-58590000-chr1-58650000-58660000
chr1	58600000	58610000	chr1	58650000	58660000	292.5	1435.5	289	1407.5	LD	LD	86	1	62	1	208	2.513e-14	189	1.44949e-07	-1.507785778	1.440174269	7.90302e-09	1.94351e-06	8.45745e-07	0	2	E		NA	Active_CTCF_pos	P	Gm20257	CTCF_pos	NA	chr1-58600000-58610000-chr1-58650000-58660000
chr1	58610000	58620000	chr1	58650000	58660000	283.5	1435.5	308	1407.5	LD	LD	91	1	69	1	186	3.04122e-06	195	6.28189e-05	-1.329504718	1.421948462	3.47416e-07	5.77183e-05	2.51166e-05	0	2	E		NA	Active_CTCF_pos	P	Gm20257	CTCF_pos	NA	chr1-58610000-58620000-chr1-58650000-58660000
chr1	58620000	58630000	chr1	58650000	58660000	252	1435.5	327.5	1407.5	LD	LD	86	0.047186253	68	1	181	1.05892e-06	169	0.000418722	-1.269216523	1.324585633	1.85454e-06	0.000252181	0.000109805	0	2	P	Gm29389	CTCF_neg	NA	P	Gm20257	CTCF_pos	NA	chr1-58620000-58630000-chr1-58650000-58660000
chr1	58710000	58720000	chr1	59150000	59160000	3214.5	154.5	3929.5	114.5	LD	LD	52	1	41	1	56	3.48329e-10	61	2.04662e-11	-0.408128654	0.07629306	0.264439018	0.78174212	0.77991879	0	2	P	Cflar	CTCF_pos	NA	P	Mpp4,Gm29017,Gm19125	CTCF_pos	NA	chr1-58710000-58720000-chr1-59150000-59160000
chr1	58710000	58720000	chr1	59320000	59330000	3214.5	1141.5	3929.5	1435	LD	LD	37	0.031515927	33	0.96605376	46	1.17953e-06	44	0.000270996	-0.447969225	-0.296883654	0.272500242	0.78174212	0.792606987	0	2	P	Cflar	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-58710000-58720000-chr1-59320000-59330000
chr1	58720000	58730000	chr1	59670000	59680000	454	1244	469.5	1327.5	ND	LD	10	0.809681573	11	0.313078869	17	5.1378e-05	18	3.74625e-05	-0.814894954	-1.691508351	0.22522405	0.78174212	0.720155927	0	2	E		NA	Active_CTCF_pos	P	Sumo1,Gm29596	CTCF_pos	NA	chr1-58720000-58730000-chr1-59670000-59680000
chr1	58800000	58810000	chr1	59150000	59160000	1104	154.5	1219	114.5	LD	LD	31	1	37	1	46	2.55237e-07	47	7.1469e-07	-0.539295812	-0.291482881	0.186198602	0.78174212	0.641919204	0	2	P	Casp8	CTCF_pos	NA	P	Mpp4,Gm29017,Gm19125	CTCF_pos	NA	chr1-58800000-58810000-chr1-59150000-59160000
chr1	58960000	58970000	chr1	59680000	59690000	401.5	1104	342.5	1234.5	LD	LD	19	0.023527548	12	1	21	8.79926e-05	24	0.000198212	-0.605734519	-1.29863385	0.298137839	0.78174212	0.815613789	0	2	E		NA	Active_CTCF_pos	P	Nop58	CTCF_pos	NA	chr1-58960000-58970000-chr1-59680000-59690000
chr1	59120000	59130000	chr1	59680000	59690000	380.5	1104	368	1234.5	LD	LD	25	0.041342899	18	0.822830141	29	2.97358e-05	32	7.70491e-05	-0.577530187	-0.883220187	0.24983075	0.78174212	0.761101834	0	2	P	Tmem237	CTCF_pos	NA	P	Nop58	CTCF_pos	NA	chr1-59120000-59130000-chr1-59680000-59690000
chr1	59150000	59160000	chr1	59230000	59240000	154.5	476	114.5	403.5	LD	LD	47	1	42	1	95	3.69937e-07	83	0.002480632	-1.089745331	0.426222798	0.001124619	0.053880829	0.023448728	0	2	P	Mpp4,Gm29017,Gm19125	CTCF_pos	NA	P	Als2	CTCF_pos	NA	chr1-59150000-59160000-chr1-59230000-59240000
chr1	59230000	59240000	chr1	59660000	59670000	476	386	403.5	487	LD	LD	17	0.043035757	15	0.265844077	25	4.84781e-07	30	2.83335e-07	-0.851981232	-1.122122833	0.120630424	0.78174212	0.517468323	0	2	P	Als2	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr1-59230000-59240000-chr1-59660000-59670000
chr1	59310000	59320000	chr1	59430000	59440000	672	292	697.5	253.5	LD	LD	19	1	32	1	80	3.37673e-05	70	0.002264976	-1.654949364	0.033038347	1.48648e-05	0.001527766	0.000665335	0	2	E		NA	Active_CTCF_pos	E		NA	Active_CTCF_neg	chr1-59310000-59320000-chr1-59430000-59440000
chr1	59310000	59320000	chr1	59580000	59590000	672	116	697.5	84	LD	LD	30	1	51	0.021233461	61	0.000908897	64	0.001191051	-0.719095152	0.048185482	0.05209538	0.685359756	0.331258125	0	2	E		NA	Active_CTCF_pos	P	Gm973	CTCF_pos	NA	chr1-59310000-59320000-chr1-59580000-59590000
chr1	59310000	59320000	chr1	59670000	59680000	672	1244	697.5	1327.5	LD	LD	16	1	27	0.143888395	32	0.003244877	37	0.000812315	-0.768040238	-0.789118196	0.11475645	0.78174212	0.499109282	0	2	E		NA	Active_CTCF_pos	P	Sumo1,Gm29596	CTCF_pos	NA	chr1-59310000-59320000-chr1-59670000-59680000
chr1	59320000	59330000	chr1	59430000	59440000	1141.5	292	1435	253.5	LD	LD	24	1	41	1	126	5.92603e-11	100	1.21482e-05	-1.902931091	0.557393281	9.13126e-09	2.22208e-06	9.70061e-07	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_neg	chr1-59320000-59330000-chr1-59430000-59440000
chr1	59330000	59340000	chr1	59480000	59490000	234.5	1153.5	200	1099.5	LD	LD	51	1	60	1	75	1.0987e-08	81	4.56401e-09	-0.57637682	0.410374746	0.083070461	0.78174212	0.42525829	0	2	E		NA	Active_CTCF_pos	P	Fzd7	CTCF_pos	NA	chr1-59330000-59340000-chr1-59480000-59490000
chr1	61630000	61640000	chr1	62700000	62710000	183.5	292	88.5	240	LD	LD	0	1	0	1	10	0.00048913	9	0.003490557	-6.318191973	-2.921317694	0.000111587	0.008413169	0.003675081	0	2	P	Pard3b	CTCF_pos	NA	P	Nrp2	CTCF_pos	NA	chr1-61630000-61640000-chr1-62700000-62710000
chr1	61920000	61930000	chr1	62700000	62710000	187	292	64	240	LD	LD	0	1	0	1	21	1.89979e-05	23	7.3711e-13	-7.511246192	-1.971832928	5.09759e-09	1.30097e-06	5.66631e-07	0	2	E		NA	Active_CTCF_pos	P	Nrp2	CTCF_pos	NA	chr1-61920000-61930000-chr1-62700000-62710000
chr1	61930000	61940000	chr1	62700000	62710000	187.5	292	66	240	LD	LD	0	1	0	1	19	0.00087334	32	0	-7.702628167	-1.804769636	3.57479e-10	1.14665e-07	4.99062e-08	0	2	E		NA	Active_CTCF_neg	P	Nrp2	CTCF_pos	NA	chr1-61930000-61940000-chr1-62700000-62710000
chr1	61950000	61960000	chr1	62700000	62710000	419.5	292	82	240	LD	LD	0	1	0	1	24	1.85426e-06	21	4.14085e-10	-7.554291416	-1.935642004	2.93393e-09	7.87645e-07	3.43895e-07	0	2	E		NA	Active_CTCF_neg	P	Nrp2	CTCF_pos	NA	chr1-61950000-61960000-chr1-62700000-62710000
chr1	62550000	62560000	chr1	62700000	62710000	224	292	278.5	240	LD	LD	0	1	0	1	31	0.00075685	43	1.40783e-08	-8.246441174	-1.320218345	1.688e-14	1.09265e-11	4.7589e-12	0	2	E		NA	Active_CTCF_neg	P	Nrp2	CTCF_pos	NA	chr1-62550000-62560000-chr1-62700000-62710000
chr1	63700000	63710000	chr1	64530000	64540000	59	1807	38	2039.5	LD	ND	21	0.06489347	19	0.063821163	18	0.006609027	27	4.4632e-06	-0.234391095	-1.164353186	0.671115082	0.849651562	0.980240484	0	2	O		NA	NA	P	Creb1	CTCF_pos	NA	chr1-63700000-63710000-chr1-64530000-64540000
chr1	63730000	63740000	chr1	64290000	64300000	350.5	179	339.5	118	LD	LD	10	1	12	1	17	7.53704e-06	24	7.59813e-09	-0.963590133	-1.548113356	0.133505694	0.78174212	0.540426122	0	2	P	Mdh1b,Fastkd2	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr1-63730000-63740000-chr1-64290000-64300000
chr1	63980000	63990000	chr1	64300000	64310000	116	825	180	615.5	LD	LD	14	1	8	1	25	1.19931e-06	30	7.08397e-06	-1.380660468	-1.276048591	0.01926332	0.418878194	0.159160863	0	2	E		NA	Active_CTCF_neg	P	Gm28981	CTCF_pos	NA	chr1-63980000-63990000-chr1-64300000-64310000
chr1	64050000	64060000	chr1	64120000	64130000	291.5	1254	169.5	1223	LD	LD	103	1	75	1	171	2.92846e-11	173	1.93213e-07	-1.029620274	1.369286019	8.46259e-05	0.006588738	0.002878314	0	2	E		NA	Active_CTCF_neg	P	Klf7	CTCF_pos	NA	chr1-64050000-64060000-chr1-64120000-64130000
chr1	64050000	64060000	chr1	64300000	64310000	291.5	825	169.5	615.5	LD	LD	5	1	12	1	56	1e-17	42	2.48583e-07	-2.62265291	-0.719141516	3.42155e-07	5.69682e-05	2.48533e-05	0	2	E		NA	Active_CTCF_neg	P	Gm28981	CTCF_pos	NA	chr1-64050000-64060000-chr1-64300000-64310000
chr1	64050000	64060000	chr1	64530000	64540000	291.5	1807	169.5	2039.5	LD	ND	19	1	25	1	34	2.45915e-08	36	1.73697e-06	-0.755586907	-0.761090536	0.117135229	0.78174212	0.507552637	0	2	E		NA	Active_CTCF_neg	P	Creb1	CTCF_pos	NA	chr1-64050000-64060000-chr1-64530000-64540000
chr1	64120000	64130000	chr1	64190000	64200000	1254	322.5	1223	197.5	LD	LD	59	1	53	1	246	0	207	5.50886e-07	-2.108088258	1.499820775	1.3e-15	9.7884e-13	4.2594e-13	0	2	P	Klf7	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-64120000-64130000-chr1-64190000-64200000
chr1	64120000	64130000	chr1	64220000	64230000	1254	150	1223	118	LD	LD	72	1	43	1	141	6.64317e-10	151	7.47812e-09	-1.415909489	1.019470186	7.58213e-07	0.000115258	5.01945e-05	0	2	P	Klf7	CTCF_pos	NA	E		NA	Active_CTCF_neg	chr1-64120000-64130000-chr1-64220000-64230000
chr1	64120000	64130000	chr1	64290000	64300000	1254	179	1223	118	LD	LD	130	1	65	1	184	0	222	0	-1.120290169	1.567052743	8.27359e-06	0.000926166	0.000404287	0	2	P	Klf7	CTCF_pos	NA	E		NA	Active_CTCF_pos	chr1-64120000-64130000-chr1-64290000-64300000
chr1	64120000	64130000	chr1	64410000	64420000	1254	78.5	1223	60.5	LD	ND	47	1	36	1	70	5.3305e-05	77	0.004407695	-0.899578018	0.208643366	0.011205386	0.293317138	0.113726132	0	2	P	Klf7	CTCF_pos	NA	S		NA	NA	chr1-64120000-64130000-chr1-64410000-64420000
chr1	64120000	64130000	chr1	64430000	64440000	1254	69	1223	71	LD	LD	57	1	54	1	98	1.22744e-10	123	2.61635e-11	-1.066072384	0.719399549	0.000521057	0.029286053	0.012754852	0	2	P	Klf7	CTCF_pos	NA	O		NA	NA	chr1-64120000-64130000-chr1-64430000-64440000
chr1	64120000	64130000	chr1	64450000	64460000	1254	63.5	1223	68.5	LD	LD	66	0.282141884	55	0.370579526	76	8.03151e-08	89	5.73108e-08	-0.521805525	0.506764124	0.106474314	0.78174212	0.475102337	0	2	P	Klf7	CTCF_pos	NA	P	Gm28980	CTCF_pos	NA	chr1-64120000-64130000-chr1-64450000-64460000
chr1	64190000	64200000	chr1	64290000	64300000	322.5	179	197.5	118	LD	LD	0	1	0	1	46	0.000875141	50	8.31596e-05	-8.633027763	-0.964913567	0	7e-16	3e-16	0	2	E		NA	Active_CTCF_neg	E		NA	Active_CTCF_pos	chr1-64190000-64200000-chr1-64290000-64300000
chr1	64190000	64200000	chr1	64300000	64310000	322.5	825	197.5	615.5	LD	LD	13	1	9	1	117	0	90	4.26751e-10	-3.315070897	0.237342207	3e-17	3.497e-14	1.527e-14	0	2	E		NA	Active_CTCF_neg	P	Gm28981	CTCF_pos	NA	chr1-64190000-64200000-chr1-64300000-64310000
chr1	64190000	64200000	chr1	64530000	64540000	322.5	1807	197.5	2039.5	LD	ND	14	1	13	1	43	9.47396e-05	49	0.000184549	-1.838229282	-0.692287482	0.00016688	0.011667991	0.005080354	0	2	E		NA	Active_CTCF_neg	P	Creb1	CTCF_pos	NA	chr1-64190000-64200000-chr1-64530000-64540000
chr1	65230000	65240000	chr1	66700000	66710000	139.5	560.5	183	656.5	LD	LD	4	1	12	0.022003902	13	0.000474312	15	7.70907e-05	-0.892889555	-1.998218077	0.233423639	0.78174212	0.737120949	0	2	O		NA	NA	P	Rpe	CTCF_pos	NA	chr1-65230000-65240000-chr1-66700000-66710000
chr1	65280000	65290000	chr1	66700000	66710000	64.5	560.5	69.5	656.5	LD	LD	7	1	11	0.039484735	11	0.005310137	13	0.00143254	-0.495435159	-2.056125154	0.514069303	0.78174212	0.916133679	0	2	P	Pth2r	CTCF_pos	NA	P	Rpe	CTCF_pos	NA	chr1-65280000-65290000-chr1-66700000-66710000
chr1	66810000	66820000	chr1	66860000	66870000	2737.5	686	3661	645	LD	ND	284	0.523078124	193	0.122415967	107	0.003931144	265	2.63192e-05	0.325483938	2.02596764	0.147279054	0.78174212	0.571904157	0	2	P	Kansl1l,Gm37755	CTCF_pos	NA	P	Acadl,Gm25832	CTCF_pos	NA	chr1-66810000-66820000-chr1-66860000-66870000
chr1	66810000	66820000	chr1	69680000	69690000	2737.5	653	3661	434	LD	LD	1	1	1	1	12	0.002990565	20	5.9868e-09	-3.900512253	-2.298752407	0.000123977	0.009052445	0.003939436	0	2	P	Kansl1l,Gm37755	CTCF_pos	NA	P	Ikzf2	CTCF_pos	NA	chr1-66810000-66820000-chr1-69680000-69690000
chr1	69240000	69250000	chr1	69680000	69690000	55	653	30.5	434	LD	LD	0	1	0	1	33	2.23527e-07	32	5.73302e-06	-8.077750602	-1.473731091	6.4251e-13	3.30589e-10	1.4442e-10	0	2	S		NA	NA	P	Ikzf2	CTCF_pos	NA	chr1-69240000-69250000-chr1-69680000-69690000
