chr1	start1	end1	chr2	start2	end2	CTCF_WT_10K.P2P_ChIPCov1	CTCF_WT_10K.P2P_ChIPCov2	CTCF_IKDN_10K.P2P_ChIPCov1	CTCF_IKDN_10K.P2P_ChIPCov2	Bin1_Label	Bin2_Label	CTCF_WT_10K.P2P_R1_RawCC	CTCF_WT_10K.P2P_R1_QVal	CTCF_WT_10K.P2P_R2_RawCC	CTCF_WT_10K.P2P_R2_QVal	CTCF_IKDN_10K.P2P_R1_RawCC	CTCF_IKDN_10K.P2P_R1_QVal	CTCF_IKDN_10K.P2P_R2_RawCC	CTCF_IKDN_10K.P2P_R2_QVal	logFC	logCPM	pvalue	FDR	FDR_IHW	CTCF_WT_10K.P2P_SigRepl	CTCF_IKDN_10K.P2P_SigRepl	Label_Anch1	Gene_Anch1	PromType_Anch1	EnhType_Anch1	Label_Anch2	Gene_Anch2	PromType_Anch2	EnhType_Anch2	CTCF_WT_851_7001_OE	CTCF_D0_OE	CTCF_D3_OE	CTCF_D12_OE	CTCF_IKDN_852_7002_OE
chr1	134150000	134160000	chr1	134230000	134240000	629.5	54.5	735.5	176.5	LD	HD	0	1	0	1	123	1.149e-14	83	0.00015920144556257	-9.75334301471155	1.56116470097111	0	0	0	0	2	S				P	Adora1	CTCF_pos		16.8922424316406	23.3935585021973	13.5459203720093	17.5041522979736	21.9445972442627
chr1	134160000	134170000	chr1	134240000	134250000	64.5	371.5	57.5	496.5	ND	LD	0	1	44	2.55255655772e-06	64	2.4131641e-10	61	1.6071062e-10	-1.65228997962902	1.23945051290794	7.70055852845e-06	0.00135054986465613	0.00060615304612569	1	2	S				E			Active_CTCF_pos	7.607102394104	7.8687424659729	6.45793867111206	14.2221240997314	14.1667642593384
chr1	134160000	134170000	chr1	134320000	134330000	64.5	190.5	57.5	261	ND	ND	0	1	23	0.00350890820728252	33	5.70043427798e-06	44	7.48137e-12	-1.86823054167156	0.522860256178869	0.00013570744355158	0.0148247696308135	0.00664477952674137	1	2	S				P	Ppfia4	CTCF_pos		10.2941875457764	14.1435518264771	10.5323686599731	14.7688188552856	14.4598541259766
chr1	134160000	134170000	chr1	134330000	134340000	64.5	557.5	57.5	628	ND	ND	0	1	69	0	67	0	78	0	-1.21737487817122	1.55331291069764	0.00016584652244539	0.0174832457909886	0.00767269094189665	1	2	S				P	Ppfia4	CTCF_pos		21.2711238861084	26.3771915435791	12.5300855636597	27.6585578918457	28.6295871734619
chr1	134180000	134190000	chr1	134240000	134250000	113.5	371.5	183.5	496.5	ND	LD	8	1	17	0.375405186880714	46	6.153898866e-08	22	0.736972941829001	-1.57050282998386	0.449300252435902	0.00164591104787809	0.106520571652052	0.046398741578597	0	1	P	Chil1	CTCF_pos		E			Active_CTCF_pos	2.29246783256531	3.84725213050842	4.07081890106201	8.45400714874268	5.24992418289185
chr1	134190000	134200000	chr1	134230000	134240000	451	54.5	543	176.5	LD	HD	0	1	0	1	79	1.710684255454e-05	63	0.00631775436095596	-9.21227687113391	1.04166152151451	0	0	0	0	2	P	Mybph	CTCF_pos		P	Adora1	CTCF_pos		4.33137893676758	5.50340223312378	5.62291526794434	11.7498598098755	9.5501708984375
chr1	134190000	134200000	chr1	134240000	134250000	451	371.5	543	496.5	LD	LD	50	0.994573533587565	61	0.171477933526606	147	1.6e-16	122	7.08234e-11	-1.38612454321947	2.38563719860264	2.643062009e-08	9.24122593085e-06	4.15255305829e-06	0	2	P	Mybph	CTCF_pos		E			Active_CTCF_pos	8.89587879180908	10.9439725875854	9.57448291778564	24.7912559509277	20.214017868042
chr1	134200000	134210000	chr1	134240000	134250000	320	371.5	375	496.5	LD	LD	46	1	36	0.998742786706974	117	8.820975342e-08	80	0.0542006008819249	-1.36650534005538	1.9576379250422	1.58410559206e-06	0.00034590026342783	0.00015534049128519	0	1	S				E			Active_CTCF_pos	5.63766813278198	7.20683670043945	6.92823505401611	16.4258232116699	12.4152221679688
chr1	134230000	134240000	chr1	134330000	134340000	54.5	557.5	176.5	628	HD	ND	0	1	0	1	59	5.2965190227e-05	68	1.2664427671e-07	-9.04050913840089	0.878668764896546	0	0	0	0	2	P	Adora1	CTCF_pos		P	Ppfia4	CTCF_pos		9.77410507202148	8.13514423370361	9.0418004989624	12.6699705123901	16.2419586181641
chr1	134240000	134250000	chr1	134320000	134330000	371.5	190.5	496.5	261	LD	ND	59	1.021337547137e-05	47	0.00396373594501617	115	0	114	0	-1.20325926281231	2.2050827762828	4.46181640054e-06	0.0008474508863933	0.0003566139429559	2	2	E			Active_CTCF_pos	P	Ppfia4	CTCF_pos		11.8581304550171	13.3981294631958	13.388409614563	22.4271965026855	23.6112747192383
chr1	134510000	134520000	chr1	134590000	134600000	378.5	99.5	489.5	129	ND	LD	27	0.101626555335198	23	0.47126406864536	56	2.159893150036e-05	52	1.241394176301e-05	-1.20492070059947	1.15740738013727	0.00134268860356338	0.0905972474007231	0.0406206024924864	0	2	P	Gm15454,Gm29376	CTCF_pos		S				5.59345769882202	4.67871189117432	7.56051349639893	6.56405735015869	12.0834169387817
chr1	134510000	134520000	chr1	134600000	134610000	378.5	174.5	489.5	195	ND	ND	26	0.420750250684947	21	0.933849830610118	60	1.199322058779e-05	60	1.160547369293e-05	-1.44201760347471	1.23556245395287	8.782575781207e-05	0.0103454124055431	0.00465323790676719	0	2	P	Gm15454,Gm29376	CTCF_pos		S				5.69318675994873	8.96052074432373	6.4443097114563	9.98010063171387	14.7761545181274
chr1	134900000	134910000	chr1	135100000	135110000	141	857.5	156.5	967.5	ND	LD	14	1	22	0.994929231029963	55	4.8286225e-10	30	0.0966934242676855	-1.36103696119933	0.799946345120031	0.00162090095640862	0.10496493768767	0.046398741578597	0	1	S				P	Lgr6,Ptprv,Gm10535	CTCF_pos		7.98981761932373	21.5688858032227	7.51929998397827	16.9133262634277	14.8971109390259
chr1	134970000	134980000	chr1	135020000	135030000	167	263	203	345.5	ND	LD	25	1	28	0.994929231029963	64	0.00523954548556778	47	0.349497946478319	-1.17447849997638	1.21040581092934	0.00141370537469088	0.0943370535239956	0.0413359411467421	0	1	P	Ube2t	CTCF_pos		P	Lgr6	CTCF_pos		4.28619623184204	5.08663511276245	7.35600519180298	9.77877235412598	8.48988723754883
chr1	134970000	134980000	chr1	135100000	135110000	167	857.5	203	967.5	ND	LD	132	0	141	0	306	5.12811309982594e-134	233	0	-1.09093098141714	3.46426559598144	6.7079974e-10	3.2983885438e-07	1.4837251906e-07	2	2	P	Ube2t	CTCF_pos		P	Lgr6,Ptprv,Gm10535	CTCF_pos		42.8364372253418	57.7438125610352	34.9823036193848	70.5610885620117	77.0621109008789
chr1	134980000	134990000	chr1	135010000	135020000	474.5	91	525	142	LD	ND	47	0.112233744416078	0	1	70	0.00550773401971527	52	0.612097475641849	-1.43026551200559	1.27155066098638	8.175841235727e-05	0.00986778117552601	0.0044074674011036	0	1	E			Active_CTCF_pos	P	Lgr6	CTCF_pos		4.73762178421021	2.70752811431885	4.06427240371704	7.03648233413696	6.14118528366089
chr1	134980000	134990000	chr1	135020000	135030000	474.5	263	525	345.5	LD	LD	49	0.271052690970358	55	0.564254913518765	111	2.4876153e-10	87	0.00014314261533236	-1.03751759835066	2.05803196333617	0.00014717588183196	0.0158761386706947	0.00694837888251555	0	2	E			Active_CTCF_pos	P	Lgr6	CTCF_pos		7.15021276473999	7.07580327987671	7.93232679367065	14.6273756027222	12.5888614654541
chr1	135000000	135010000	chr1	135100000	135110000	75	857.5	80	967.5	LD	LD	0	1	0	1	148	0	121	0	-10.1323223594621	1.92908555156407	0	0	0	0	2	S				P	Lgr6,Ptprv,Gm10535	CTCF_pos		29.3223171234131	34.0196914672852	14.8285522460938	29.0786228179932	32.9711761474609
chr1	135010000	135020000	chr1	135090000	135100000	91	200	142	266	ND	ND	20	0.846142770439679	0	1	63	6.6781657e-10	44	0.00057139641394216	-2.47413278123583	0.885721184500448	2.063337762e-08	7.40039477604e-06	3.11718578497e-06	0	2	P	Lgr6	CTCF_pos		E			Active_CTCF_pos	6.82401847839356	7.65607357025147	6.30042791366577	9.84608554840088	10.5556287765503
chr1	135010000	135020000	chr1	135100000	135110000	91	857.5	142	967.5	ND	LD	111	2.7e-16	0	1	164	0	154	0	-1.56373095436129	2.57397155008746	3.780005e-11	2.333605168e-08	1.048464528e-08	1	2	P	Lgr6	CTCF_pos		P	Lgr6,Ptprv,Gm10535	CTCF_pos		26.8912220001221	28.9493751525879	19.6721038818359	30.527364730835	38.1466026306152
chr1	135020000	135030000	chr1	135090000	135100000	263	200	345.5	266	LD	ND	43	0.00722894222114586	41	0.553976443601775	87	6.8555601e-10	72	2.10904752563e-06	-1.02260284663075	1.75345847299648	0.00066598510270356	0.0529677926714225	0.0232895425932856	1	2	P	Lgr6	CTCF_pos		E			Active_CTCF_pos	8.45233154296875	8.91458988189697	13.1836681365967	13.4568462371826	15.4407024383545
chr1	135170000	135180000	chr1	135360000	135370000	275	479	395	607.5	LD	LD	33	6.83253562487e-05	37	3.53598909699e-05	83	0	69	5e-17	-1.2241048019102	1.62864171004494	0.00010029449334834	0.0115786418225838	0.00507224202891159	2	2	S				E			Active_CTCF_pos	14.9147319793701	13.5100603103638	21.2335205078125	24.6257438659668	30.4214496612549
chr1	135180000	135190000	chr1	135250000	135260000	92	391	110.5	420.5	LD	LD	0	1	0	1	46	8.16977249255e-05	38	0.0132858571764297	-8.45527750098376	0.331368351145165	0	4.3e-16	1.9e-16	0	1	S				P	Elf3	CTCF_pos		5.90644836425781	5.62006759643555	4.9257664680481	4.54168558120728	8.35316753387451
chr1	135180000	135190000	chr1	135360000	135370000	92	479	110.5	607.5	LD	LD	0	1	0	1	30	0.00017715308608493	38	1.6336535486e-07	-8.13899953870386	0.0430257470812648	3.69e-15	4.21007e-12	1.77047e-12	0	2	S				E			Active_CTCF_pos	10.1330413818359	4.55853939056397	11.2212696075439	13.3689002990723	14.5839290618897
chr1	135270000	135280000	chr1	135360000	135370000	157.5	479	192	607.5	ND	LD	49	1.84905066114e-06	30	0.596999570801346	95	1.6e-16	54	0.00105127508728769	-1.01639564824033	1.67555166450876	0.00096535069940952	0.0706803068452757	0.029897882948043	1	2	P	Rnpep	CTCF_pos		E			Active_CTCF_pos	9.56939888000488	8.96052074432373	6.4443097114563	13.5024881362915	16.2839241027832
chr1	135460000	135470000	chr1	135540000	135550000	331	596	428	766.5	LD	ND	65	1	57	1	193	6.51677341989e-06	140	0.046670359042518	-1.55275853764881	2.64885981968033	1.709358e-11	1.120010735e-08	5.10110476e-09	0	1	P	Nav1	CTCF_pos		S				13.6480369567871	19.1401844024658	22.0514984130859	31.7262763977051	35.1391334533691
chr1	135460000	135470000	chr1	135670000	135680000	331	549.5	428	684	LD	ND	18	1	24	0.994929231029963	58	1.064937e-11	36	0.0145507861449024	-1.27782777696457	0.956729704385422	0.00164856599358728	0.106679845108654	0.0441790370705579	0	1	P	Nav1	CTCF_pos		E			Active_CTCF_pos	9.76179313659668	20.3358573913574	15.6685495376587	24.640983581543	20.2054195404053
chr1	135460000	135470000	chr1	135680000	135690000	331	96	428	174	LD	ND	0	1	0	1	31	0.00142203095755594	37	6.61695014863e-06	-8.14070452973959	0.0444993783849127	3.53e-15	4.0406e-12	1.81708e-12	0	2	P	Nav1	CTCF_pos		P	Nav1	CTCF_pos		9.93235206604004	8.57644653320313	9.99036407470703	14.2925720214844	18.2580871582031
chr1	135460000	135470000	chr1	135690000	135700000	331	296.5	428	535.5	LD	LD	17	0.714345335592547	19	0.994929231029963	62	2.236196e-11	60	1.53504914e-09	-1.85714235555251	1.16241410365456	1.33706857099e-06	0.00029520726542983	0.00013291252782973	0	2	P	Nav1	CTCF_pos		E			Active_CTCF_pos	9.08259296417236	10.3440818786621	15.5127363204956	31.2116947174072	30.2517013549805
chr1	135460000	135470000	chr1	135700000	135710000	331	635.5	428	764.5	LD	ND	9	1	23	0.994929231029963	68	4.9763e-13	36	0.102482302412071	-1.83090808358113	0.964164520502532	9.4609175373e-06	0.00159643189381253	0.00069949494441516	0	1	P	Nav1	CTCF_pos		S				8.40245151519775	8.82423400878906	11.0968017578125	32.4347877502441	27.5918045043945
chr1	135460000	135470000	chr1	135750000	135760000	331	609.5	428	726.5	LD	LD	15	1	13	1	47	0.00032298558871256	38	0.123669959725469	-1.69588385546605	0.708622885494723	0.00018049900411246	0.0187088110480208	0.00839877468762059	0	1	P	Nav1	CTCF_pos		E			Active_CTCF_pos	8.89120292663574	14.8118848800659	12.3729419708252	30.2795677185059	25.4321022033691
chr1	135540000	135550000	chr1	135650000	135660000	596	72.5	766.5	94.5	ND	LD	0	1	0	1	58	2.40397254372e-06	53	8.44434242974e-06	-8.85351922980259	0.702217878788132	0	0	0	0	2	S				E			Active_CTCF_pos	12.6562995910645	8.68015289306641	11.0945529937744	16.2770156860352	14.9184741973877
chr1	135540000	135550000	chr1	135670000	135680000	596	549.5	766.5	684	ND	ND	79	4.190244689e-08	100	8.847437e-10	160	0	191	0	-1.07158327756509	2.84473473140492	5.6098862511e-07	0.00013779250229509	5.88385369454e-05	2	2	S				E			Active_CTCF_pos	28.0868949890137	38.0048561096191	35.6222229003906	47.2046318054199	55.7764129638672
chr1	135540000	135550000	chr1	135680000	135690000	596	96	766.5	174	ND	ND	0	1	0	1	105	0	84	8.058e-14	-9.62417957674027	1.43646177260542	0	0	0	0	2	S				P	Nav1	CTCF_pos		17.608024597168	16.2039566040039	16.3384819030762	29.2679214477539	29.978199005127
chr1	135540000	135550000	chr1	135690000	135700000	596	296.5	766.5	535.5	ND	LD	41	0.20520520357583	41	0.856997724312686	166	0	179	0	-2.16710343143302	2.55573801425328	0	9.4e-16	4.2e-16	0	2	S				E			Active_CTCF_pos	14.3600425720215	18.0496215820313	44.9199752807617	72.4620971679688	61.6155471801758
chr1	135540000	135550000	chr1	135700000	135710000	596	635.5	766.5	764.5	ND	ND	48	0.59433325257634	51	0.994929231029963	163	0	111	4.281361e-10	-1.57944349378683	2.36756495396711	3.7537968e-10	1.9444985931e-07	8.173669907e-08	0	2	S				S				18.1986522674561	23.1126327514648	26.6983299255371	41.4663009643555	46.8779144287109
chr1	135740000	135750000	chr1	135790000	135800000	129	346	148	424	LD	ND	44	0.864689390165564	32	1	89	0.00359124619949141	65	0.326820583749208	-1.11704887727336	1.68297579934085	0.00028665411991072	0.0273972094226596	0.0122513733343961	0	1	E			Active_CTCF_pos	P	Tnni1	CTCF_pos		6.30798673629761	9.71084880828857	8.29010105133057	9.36558532714844	11.7241306304932
chr1	136040000	136050000	chr1	136310000	136320000	585.5	74	661	100	ND	LD	0	1	0	1	13	0.736069383193363	26	0.00036341142745204	-7.32885514972435	-0.66467298713165	1.638266257e-08	5.9844038833e-06	2.69055791625e-06	0	1	S				S				10.00950050354	10.9800062179565	8.6092004776001	8.38828754425049	12.5074625015259
chr1	136310000	136320000	chr1	136410000	136420000	74	248	100	222	LD	LD	0	1	0	1	11	0.985472235306254	20	0.00921111992540715	-7.00268485001952	-0.933846816406921	6.1286874439e-07	0.00014966680783477	6.298813497452e-05	0	1	S				P	9230116N13Rik,Ddx59	CTCF_pos		2.73674941062927	3.69779276847839	3.43588399887085	5.19261121749878	4.06048965454102
chr1	136310000	136320000	chr1	136450000	136460000	74	350.5	100	404	LD	ND	0	1	0	1	44	6.839451e-11	33	7.0589472332e-06	-8.33284285777929	0.218814300085454	1e-17	2.116e-14	9.51e-15	0	2	S				S				10.7973737716675	13.3994264602661	6.93825960159302	8.2882604598999	11.110800743103
chr1	136310000	136320000	chr1	136460000	136470000	74	247	100	313	LD	LD	0	1	0	1	27	0.00014810052584918	26	0.00037496838930833	-7.78874026120344	-0.269872825054277	1.086203e-11	7.36531325e-09	3.35153183e-09	0	2	S				P	Kif14	CTCF_pos		6.30440902709961	6.23532342910767	9.12436962127686	8.4132022857666	8.42226886749268
chr1	136310000	136320000	chr1	136520000	136530000	74	466	100	544	LD	LD	0	1	0	1	18	0.224767024639072	26	0.0047213785843885	-7.51026134639864	-0.511211903306108	1.33122763e-09	6.2036561032e-07	2.7869711989e-07	0	1	S				P	Gm29485	CTCF_pos		9.52936935424805	11.249623298645	6.62900161743164	4.9281964302063	11.459789276123
chr1	137330000	137340000	chr1	137740000	137750000	509.5	70.5	667.5	81	LD	LD	0	1	0	1	13	8.12325311223e-06	11	0.00024935538694147	-6.65674364554717	-1.20821814293294	1.161404668388e-05	0.001920401993379	0.00086282704618785	0	2	S				S				4.61027908325195	2.58713245391846	6.22984790802002	12.8733777999878	12.756814956665
chr1	137330000	137340000	chr1	137750000	137760000	509.5	59.5	667.5	109	LD	LD	0	1	0	1	12	6.138607410787e-05	7	0.0826914032314733	-6.33224868979725	-1.45112741200657	9.528193901391e-05	0.0111055269603238	0.00485874238980861	0	1	S				E			Active_CTCF_pos	4.75623273849487	9.76343822479248	6.39146852493286	11.8505630493164	7.8968448638916
chr1	137610000	137620000	chr1	137940000	137950000	58	263	98.5	219.5	LD	LD	0	1	0	1	9	0.00917667136295467	7	0.0804605687393159	-6.08051272046669	-1.62804386338496	0.00035528515588714	0.0324729180385807	0.0141940631323748	0	1	S				P	Gm37534	CTCF_pos		5.42617702484131	7.42374706268311	4.50680065155029	1.60985171794891	5.84577226638794
chr1	137740000	137750000	chr1	138040000	138050000	70.5	338	81	349.5	LD	ND	0	1	0	1	13	0.00051423798072257	9	0.0577356514534328	-6.53749490906773	-1.29927726798018	2.677577437086e-05	0.00389703764108419	0.00165052494212633	0	1	S				S				2.96156883239746	2.45444488525391	4.12707471847534	7.81669998168945	7.03138828277588
chr1	137750000	137760000	chr1	137940000	137950000	59.5	263	109	219.5	LD	LD	0	1	0	1	15	0.00026087922606891	10	0.0531196192076494	-6.72121518701468	-1.15904192103896	7.14486420167e-06	0.00127384250030608	0.00057010033750735	0	1	E			Active_CTCF_pos	P	Gm37534	CTCF_pos		4.47441959381104	1.19206416606903	2.235107421875	1.94413757324219	5.75540924072266
chr1	137750000	137760000	chr1	138040000	138050000	59.5	338	109	349.5	LD	ND	0	1	0	1	16	1.682677526089e-05	7	0.452175673833828	-6.61183995954009	-1.24402211540365	1.631827746628e-05	0.00257437193976026	0.00108220157234672	0	1	E			Active_CTCF_pos	S				5.71577310562134	4.73980331420898	7.58341598510742	9.46236515045166	7.20576238632202
chr1	13780000	13790000	chr1	14070000	14080000	701.5	66	709.5	62.5	LD	ND	0	1	0	1	8	0.346584095344551	13	0.00381132941822866	-6.44951851283986	-1.36285389333539	4.639144336086e-05	0.00611767211901569	0.00259158581182673	0	1	P	Gm5523	CTCF_pos		S				9.2087459564209	3.55485248565674	0.798254311084747	13.2473106384277	6.78189420700073
chr1	149850000	149860000	chr1	150100000	150110000	478	74.5	679	100	LD	LD	0	1	10	0.126202580543872	39	0	22	1.1255109752e-07	-2.72866852360247	0.100013668902643	8.65643673895e-06	0.00147934706535833	0.00066422195151624	0	2	S				P	Ptgs2	CTCF_pos		7.93798160552979	4.08225584030151	5.57147407531738	10.2558870315552	14.3768033981323
chr1	151000000	151010000	chr1	151330000	151340000	366.5	61.5	429	77	ND	ND	0	1	0	1	17	9.677497933959e-05	8	0.526832422073975	-6.72956977685348	-1.15331151821517	6.73689118213e-06	0.00120642326223072	0.0005419523970507	0	1	P	Gm29188	CTCF_pos		E			Active_CTCF_pos	3.97919654846191	4.04931640625	4.95748043060303	4.82955503463745	6.82006740570068
chr1	151010000	151020000	chr1	151330000	151340000	307.5	61.5	357.5	77	ND	ND	0	1	0	1	13	0.00239765968404154	6	0.753072685156498	-6.33750912655545	-1.44782228503312	9.274404082813e-05	0.010855261688172	0.0048683213190676	0	1	S				E			Active_CTCF_pos	2.8159773349762	1.96071839332581	3.49739480018616	2.085280418396	6.60907602310181
chr1	151030000	151040000	chr1	151330000	151340000	347.5	61.5	397	77	ND	ND	0	1	0	1	20	5.5872216093e-07	20	1.77998023203e-06	-7.38374392569062	-0.619699394600925	8.08342643e-09	3.17658044499e-06	1.42724794234e-06	0	2	S				E			Active_CTCF_pos	10.2009592056274	3.06805610656738	5.77790451049805	9.77087497711182	14.0627765655518
chr1	151030000	151040000	chr1	151380000	151390000	347.5	76	397	71	ND	LD	0	1	8	0.361309945588737	25	1.23001e-12	23	3.220698e-10	-2.68193065682444	-0.215816805937682	0.00011824508870217	0.0133615930125473	0.00604380312334874	0	2	S				P	Swt1	CTCF_pos		8.09970283508301	18.00901222229	9.06080150604248	10.2485580444336	19.3413581848145
chr1	151030000	151040000	chr1	151420000	151430000	347.5	149.5	397	161	ND	ND	0	1	2	0.994929231029963	13	0.00040301143589292	12	0.00364908828920641	-3.60160462641517	-1.08569246357729	0.000739655298066	0.057455115128078	0.0257231292308393	0	2	S				P	Swt1,Trmt1l	CTCF_pos		2.61610150337219	9.75153827667236	3.21564602851868	4.48638868331909	11.3721656799316
chr1	151060000	151070000	chr1	151330000	151340000	180.5	61.5	363.5	77	ND	ND	0	1	0	1	8	0.144846136315399	12	0.00170748421476588	-6.38197599240064	-1.41271303143492	7.011911568007e-05	0.0086363547550656	0.00365761464824048	0	1	P	Gm22756	CTCF_pos		E			Active_CTCF_pos	4.41595602035522	2.19600129127502	1.12293922901154	3.97339940071106	6.25373125076294
chr1	151070000	151080000	chr1	151090000	151100000	471	54.5	563.5	90.5	LD	ND	0	1	55	0.0415004531848416	96	1.62539233e-09	77	2.00958755636e-06	-1.80646922741305	1.66161539474883	1.190984843e-08	4.51046769161e-06	2.02671872333e-06	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	4.89540147781372	5.15322113037109	2.97542834281921	6.17967367172241	6.662034034729
chr1	151070000	151080000	chr1	151330000	151340000	471	61.5	563.5	77	LD	ND	0	1	0	1	43	0	34	7.567e-13	-8.33133902359809	0.21748570591011	1e-17	2.212e-14	9.66e-15	0	2	E			Active_CTCF_pos	E			Active_CTCF_pos	14.2082204818726	26.4394626617432	8.62850189208984	11.9231967926025	22.8857841491699
chr1	151070000	151080000	chr1	151380000	151390000	471	76	563.5	71	LD	LD	0	1	10	0.247381992958231	28	5.53258e-12	30	1.04112e-12	-2.63875609444694	0.0295276703062551	2.616487373578e-05	0.00382136914644139	0.00172974807422166	0	2	E			Active_CTCF_pos	P	Swt1	CTCF_pos		10.5380039215088	18.9126682281494	14.8752565383911	15.6350574493408	22.325325012207
chr1	151090000	151100000	chr1	151350000	151360000	54.5	274.5	90.5	303.5	ND	ND	0	1	6	0.535828148101287	18	1.9710941218e-07	17	1.84935867882e-06	-2.62561021485059	-0.604163765844061	0.00126110281460646	0.0862508053624858	0.0386622080403517	0	2	E			Active_CTCF_pos	S				4.54663038253784	5.81668186187744	2.87616729736328	16.1814823150635	9.75459671020508
chr1	151100000	151110000	chr1	151350000	151360000	68.5	274.5	73.5	303.5	ND	ND	0	1	4	0.994929231029963	25	6.215e-13	15	8.469521134002e-05	-3.37843724336419	-0.502852215000963	4.544818676511e-05	0.00601259739416594	0.00269731360037052	0	2	P	Gm19087	CTCF_pos		S				3.55840563774109	4.08225584030151	2.08930277824402	5.74329662322998	10.0637626647949
chr1	151560000	151570000	chr1	151630000	151640000	439.5	130	491	141	LD	ND	28	0.321243202978021	20	0.994929231029963	66	3.137022e-11	54	8.0684870496e-07	-1.41464436882042	1.24853061618968	0.00010909137823947	0.0124332168584377	0.00543902342751578	0	2	S				S				4.98993062973023	7.17043113708496	5.50526809692383	9.08337116241455	12.2766246795654
chr1	151560000	151570000	chr1	151700000	151710000	439.5	623	491	670.5	LD	ND	62	9.738e-14	44	1.586511616461e-05	148	0	120	0	-1.43298924890863	2.36881645523269	1.117859811e-08	4.25491336563e-06	1.8607383282e-06	2	2	S				E			Active_CTCF_pos	17.608024597168	22.1246337890625	25.0672607421875	29.7859363555908	42.7661018371582
chr1	151560000	151570000	chr1	151710000	151720000	439.5	307.5	491	241.5	LD	ND	47	1.946469229415e-05	26	0.292079937170745	93	0	71	0	-1.25756364512297	1.72817904835217	3.714420398466e-05	0.00514579582399005	0.00224219376397001	1	2	S				E			Active_CTCF_pos	12.7839403152466	19.0341453552246	13.5695762634277	13.5696811676025	26.5966396331787
